pred: fhes0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 0 dB.
pred: mree0, true: mree0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mreh1, true: mreh1, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: mreh1, true: mreh1, file: sa2, noise: SIGNAL002.wav, level: 10 dB.
pred: mrem0, true: mrem0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mrem0, true: mrem0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mres0, true: mres0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mtbc0, true: mres0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: mrew1, true: mrew1, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: majp0, true: mrew1, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: mrfk0, true: mrfk0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: mrfk0, true: mrfk0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mrfl0, true: mrfl0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: mrfl0, true: mrfl0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: mrgg0, true: mrgg0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: mrgg0, true: mrgg0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mrgm0, true: mrgm0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: mrgm0, true: mrgm0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mrew1, true: mrgs0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: mrgs0, true: mrgs0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: mrhl0, true: mrhl0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mrhl0, true: mrhl0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: mrjb1, true: mrjb1, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: mrjb1, true: mrjb1, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: mdwm0, true: mrjh0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: majp0, true: mrjh0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: mrjm0, true: mrjm0, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: mrjm0, true: mrjm0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mrjm1, true: mrjm1, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: mrjm1, true: mrjm1, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrjm3, true: mrjm3, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mrjm3, true: mrjm3, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mrjm4, true: mrjm4, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: mrjm4, true: mrjm4, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: mrjo0, true: mrjo0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mrjo0, true: mrjo0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: mrjr0, true: mrjr0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mrjr0, true: mrjr0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mrjs0, true: mrjs0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: mrjs0, true: mrjs0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mmvp0, true: mrjt0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mrjt0, true: mrjt0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: mrkm0, true: mrkm0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mrkm0, true: mrkm0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mrko0, true: mrko0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mrko0, true: mrko0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: mrld0, true: mrld0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: mrld0, true: mrld0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mdrb0, true: mrlj0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: mrlj0, true: mrlj0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: mjee0, true: mrlj1, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: mrlj1, true: mrlj1, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrlk0, true: mrlk0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mrlk0, true: mrlk0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: mrlr0, true: mrlr0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: mrlr0, true: mrlr0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: mrmb0, true: mrmb0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mrmb0, true: mrmb0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mrmg0, true: mrmg0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mrmg0, true: mrmg0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mrmh0, true: mrmh0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mrmh0, true: mrmh0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mrml0, true: mrml0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: mrml0, true: mrml0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: mrms0, true: mrms0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mrms0, true: mrms0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mrms1, true: mrms1, file: sa1, noise: SIGNAL022.wav, level: 10 dB.
pred: mrms1, true: mrms1, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: mroa0, true: mroa0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mroa0, true: mroa0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mrpc0, true: mrpc0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: mrpc0, true: mrpc0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: mrpc1, true: mrpc1, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mrpc1, true: mrpc1, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: mrpp0, true: mrpp0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mrpp0, true: mrpp0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrre0, true: mrre0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: mrre0, true: mrre0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: mrrk0, true: mrrk0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mrrk0, true: mrrk0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrso0, true: mrso0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mrso0, true: mrso0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: mrsp0, true: mrsp0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mrsp0, true: mrsp0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mfwk0, true: mrtc0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mrtc0, true: mrtc0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: mrtj0, true: mrtj0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mrtj0, true: mrtj0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mrtk0, true: mrtk0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mrtk0, true: mrtk0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: mtbc0, true: mrvg0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: mrvg0, true: mrvg0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: mrwa0, true: mrwa0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: madd0, true: mrwa0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrws0, true: mrws0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: mgsh0, true: mrws0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: mrws1, true: mrws1, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mrws1, true: mrws1, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: mrxb0, true: mrxb0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mrxb0, true: mrxb0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: msah1, true: msah1, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: msah1, true: msah1, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: msas0, true: msas0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: msas0, true: msas0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: msat0, true: msat0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: msat0, true: msat0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: msat1, true: msat1, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: msat1, true: msat1, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: mrrk0, true: msdb0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: msdb0, true: msdb0, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: msdh0, true: msdh0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: msdh0, true: msdh0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: msds0, true: msds0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: msds0, true: msds0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: msem1, true: msem1, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: msem1, true: msem1, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mdss1, true: mses0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: mses0, true: mses0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: msfh0, true: msfh0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: msfh0, true: msfh0, file: sa2, noise: SIGNAL019.wav, level: 10 dB.
pred: mjbg0, true: msfh1, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: msfh1, true: msfh1, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: msfv0, true: msfv0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mapv0, true: msfv0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: msjk0, true: msjk0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: msjk0, true: msjk0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mjee0, true: msjs1, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: msjs1, true: msjs1, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: mslb0, true: mslb0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mmag0, true: mslb0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mpam0, true: msmc0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mrjs0, true: msmc0, file: sa2, noise: SIGNAL003.wav, level: 10 dB.
pred: mdwm0, true: msmr0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: msmr0, true: msmr0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: msms0, true: msms0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: majp0, true: msms0, file: sa2, noise: SIGNAL002.wav, level: 10 dB.
pred: msrg0, true: msrg0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: majp0, true: msrg0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mkdb0, true: msrr0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: majp0, true: msrr0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: mstf0, true: mstf0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: mtat0, true: mstf0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: mstk0, true: mstk0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: mstk0, true: mstk0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: msvs0, true: msvs0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: msvs0, true: msvs0, file: sa2, noise: SIGNAL011.wav, level: 10 dB.
pred: mtaa0, true: mtaa0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: mtaa0, true: mtaa0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: mtab0, true: mtab0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mtab0, true: mtab0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: mtdt0, true: mtas0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: mtas0, true: mtas0, file: sa2, noise: SIGNAL015.wav, level: 10 dB.
pred: mtas1, true: mtas1, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: mtas1, true: mtas1, file: sa2, noise: SIGNAL009.wav, level: 10 dB.
pred: mtat0, true: mtat0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: mtat0, true: mtat0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mtat1, true: mtat1, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: mtat1, true: mtat1, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: mtbc0, true: mtbc0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mtbc0, true: mtbc0, file: sa2, noise: SIGNAL002.wav, level: 10 dB.
pred: mjbg0, true: mtcs0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: mtcs0, true: mtcs0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mtdb0, true: mtdb0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: mtdb0, true: mtdb0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mtdp0, true: mtdp0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: mtdp0, true: mtdp0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mtdt0, true: mtdt0, file: sa1, noise: SIGNAL002.wav, level: 10 dB.
pred: mtdt0, true: mtdt0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: mteb0, true: mteb0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mteb0, true: mteb0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: mter0, true: mter0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: mter0, true: mter0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mthc0, true: mthc0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: mthc0, true: mthc0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: mtjg0, true: mtjg0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: mtjg0, true: mtjg0, file: sa2, noise: SIGNAL006.wav, level: 10 dB.
pred: mtjm0, true: mtjm0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mtjm0, true: mtjm0, file: sa2, noise: SIGNAL005.wav, level: 10 dB.
pred: mtjs0, true: mtjs0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: mntw0, true: mtjs0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mtju0, true: mtju0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mtju0, true: mtju0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: mtkd0, true: mtkd0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mtkd0, true: mtkd0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mtkp0, true: mtkp0, file: sa1, noise: SIGNAL016.wav, level: 10 dB.
pred: mtkp0, true: mtkp0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: mtlb0, true: mtlb0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: mtlb0, true: mtlb0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mtlc0, true: mtlc0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mtlc0, true: mtlc0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mtls0, true: mtls0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: majp0, true: mtls0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mstk0, true: mtml0, file: sa1, noise: SIGNAL003.wav, level: 10 dB.
pred: mtml0, true: mtml0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mstk0, true: mtmn0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: mtmn0, true: mtmn0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mrko0, true: mtmr0, file: sa1, noise: SIGNAL017.wav, level: 10 dB.
pred: mtmr0, true: mtmr0, file: sa2, noise: SIGNAL020.wav, level: 10 dB.
pred: mtmt0, true: mtmt0, file: sa1, noise: SIGNAL001.wav, level: 10 dB.
pred: mkdb0, true: mtmt0, file: sa2, noise: SIGNAL004.wav, level: 10 dB.
pred: mtrc0, true: mtpf0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: mtpf0, true: mtpf0, file: sa2, noise: SIGNAL016.wav, level: 10 dB.
pred: mtpg0, true: mtpg0, file: sa1, noise: SIGNAL006.wav, level: 10 dB.
pred: mrjs0, true: mtpg0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mtpp0, true: mtpp0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: mtpp0, true: mtpp0, file: sa2, noise: SIGNAL010.wav, level: 10 dB.
pred: mtpr0, true: mtpr0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mtpr0, true: mtpr0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: mtqc0, true: mtqc0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: mtqc0, true: mtqc0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: mtrc0, true: mtrc0, file: sa1, noise: SIGNAL012.wav, level: 10 dB.
pred: mtrc0, true: mtrc0, file: sa2, noise: SIGNAL001.wav, level: 10 dB.
pred: mtrr0, true: mtrr0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mstf0, true: mtrr0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mtrt0, true: mtrt0, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mtrt0, true: mtrt0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mtwh0, true: mtwh0, file: sa1, noise: SIGNAL008.wav, level: 10 dB.
pred: mtwh0, true: mtwh0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mtwh1, true: mtwh1, file: sa1, noise: SIGNAL010.wav, level: 10 dB.
pred: mtwh1, true: mtwh1, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mtxs0, true: mtxs0, file: sa1, noise: SIGNAL018.wav, level: 10 dB.
pred: mtxs0, true: mtxs0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: mbar0, true: mvjh0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: mvjh0, true: mvjh0, file: sa2, noise: SIGNAL017.wav, level: 10 dB.
pred: mvlo0, true: mvlo0, file: sa1, noise: SIGNAL005.wav, level: 10 dB.
pred: mvlo0, true: mvlo0, file: sa2, noise: SIGNAL022.wav, level: 10 dB.
pred: mkch0, true: mvrw0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: mvrw0, true: mvrw0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mwac0, true: mwac0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: mwac0, true: mwac0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mdwm0, true: mwad0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mwad0, true: mwad0, file: sa2, noise: SIGNAL018.wav, level: 10 dB.
pred: mwar0, true: mwar0, file: sa1, noise: SIGNAL004.wav, level: 10 dB.
pred: mwar0, true: mwar0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mwbt0, true: mwbt0, file: sa1, noise: SIGNAL023.wav, level: 10 dB.
pred: mwbt0, true: mwbt0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mwch0, true: mwch0, file: sa1, noise: SIGNAL009.wav, level: 10 dB.
pred: mcrc0, true: mwch0, file: sa2, noise: SIGNAL021.wav, level: 10 dB.
pred: mwdk0, true: mwdk0, file: sa1, noise: SIGNAL020.wav, level: 10 dB.
pred: mwdk0, true: mwdk0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: mwem0, true: mwem0, file: sa1, noise: SIGNAL019.wav, level: 10 dB.
pred: mwem0, true: mwem0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: mwew0, true: mwew0, file: sa1, noise: SIGNAL013.wav, level: 10 dB.
pred: mwew0, true: mwew0, file: sa2, noise: SIGNAL007.wav, level: 10 dB.
pred: mwgr0, true: mwgr0, file: sa1, noise: SIGNAL014.wav, level: 10 dB.
pred: mwgr0, true: mwgr0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: mwjg0, true: mwjg0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mwjg0, true: mwjg0, file: sa2, noise: SIGNAL014.wav, level: 10 dB.
pred: mwre0, true: mwre0, file: sa1, noise: SIGNAL007.wav, level: 10 dB.
pred: mjbr0, true: mwre0, file: sa2, noise: SIGNAL008.wav, level: 10 dB.
pred: mbsb0, true: mwrp0, file: sa1, noise: SIGNAL021.wav, level: 10 dB.
pred: mwrp0, true: mwrp0, file: sa2, noise: SIGNAL024.wav, level: 10 dB.
pred: mwsb0, true: mwsb0, file: sa1, noise: SIGNAL011.wav, level: 10 dB.
pred: mwsb0, true: mwsb0, file: sa2, noise: SIGNAL012.wav, level: 10 dB.
pred: mwsh0, true: mwsh0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mwsh0, true: mwsh0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: mwvw0, true: mwvw0, file: sa1, noise: SIGNAL024.wav, level: 10 dB.
pred: mwvw0, true: mwvw0, file: sa2, noise: SIGNAL023.wav, level: 10 dB.
pred: mzmb0, true: mzmb0, file: sa1, noise: SIGNAL015.wav, level: 10 dB.
pred: mzmb0, true: mzmb0, file: sa2, noise: SIGNAL013.wav, level: 10 dB.
pred: fhes0, true: fadg0, file: sa1, noise: SIGNAL020.wav, level: 15 dB.
pred: fadg0, true: fadg0, file: sa2, noise: SIGNAL004.wav, level: 15 dB.
pred: faem0, true: faem0, file: sa1, noise: SIGNAL015.wav, level: 15 dB.
pred: faem0, true: faem0, file: sa2, noise: SIGNAL008.wav, level: 15 dB.
pred: fexm0, true: fajw0, file: sa1, noise: SIGNAL004.wav, level: 15 dB.
pred: fajw0, true: fajw0, file: sa2, noise: SIGNAL018.wav, level: 15 dB.
pred: faks0, true: faks0, file: sa1, noise: SIGNAL017.wav, level: 15 dB.
pred: faks0, true: faks0, file: sa2, noise: SIGNAL012.wav, level: 15 dB.
pred: falk0, true: falk0, file: sa1, noise: SIGNAL005.wav, level: 15 dB.
pred: falk0, true: falk0, file: sa2, noise: SIGNAL019.wav, level: 15 dB.
pred: fbjl0, true: falr0, file: sa1, noise: SIGNAL005.wav, level: 15 dB.
pred: fbjl0, true: falr0, file: sa2, noise: SIGNAL019.wav, level: 15 dB.
pred: fapb0, true: fapb0, file: sa1, noise: SIGNAL012.wav, level: 15 dB.
pred: fram1, true: fapb0, file: sa2, noise: SIGNAL012.wav, level: 15 dB.
pred: fasw0, true: fasw0, file: sa1, noise: SIGNAL018.wav, level: 15 dB.
pred: fasw0, true: fasw0, file: sa2, noise: SIGNAL007.wav, level: 15 dB.
pred: flhd0, true: fawf0, file: sa1, noise: SIGNAL015.wav, level: 15 dB.
pred: fljd0, true: fawf0, file: sa2, noise: SIGNAL018.wav, level: 15 dB.
pred: fbas0, true: fbas0, file: sa1, noise: SIGNAL018.wav, level: 15 dB.
pred: fbas0, true: fbas0, file: sa2, noise: SIGNAL003.wav, level: 15 dB.
pred: fjdm2, true: fbcg1, file: sa1, noise: SIGNAL011.wav, level: 15 dB.
pred: fdjh0, true: fbcg1, file: sa2, noise: SIGNAL004.wav, level: 15 dB.
pred: fbch0, true: fbch0, file: sa1, noise: SIGNAL017.wav, level: 15 dB.
pred: fbch0, true: fbch0, file: sa2, noise: SIGNAL005.wav, level: 15 dB.
pred: fbjl0, true: fbjl0, file: sa1, noise: SIGNAL002.wav, level: 15 dB.
pred: fbjl0, true: fbjl0, file: sa2, noise: SIGNAL004.wav, level: 15 dB.
pred: fjrp1, true: fblv0, file: sa1, noise: SIGNAL009.wav, level: 15 dB.
pred: fkms0, true: fblv0, file: sa2, noise: SIGNAL018.wav, level: 15 dB.
pred: fbmh0, true: fbmh0, file: sa1, noise: SIGNAL022.wav, level: 15 dB.
pred: fbmh0, true: fbmh0, file: sa2, noise: SIGNAL003.wav, level: 15 dB.
pred: fbmj0, true: fbmj0, file: sa1, noise: SIGNAL016.wav, level: 15 dB.
pred: fbmj0, true: fbmj0, file: sa2, noise: SIGNAL017.wav, level: 15 dB.
pred: fcag0, true: fcag0, file: sa1, noise: SIGNAL007.wav, level: 15 dB.
pred: fcag0, true: fcag0, file: sa2, noise: SIGNAL001.wav, level: 15 dB.
pred: fexm0, true: fcaj0, file: sa1, noise: SIGNAL011.wav, level: 15 dB.
pred: fcaj0, true: fcaj0, file: sa2, noise: SIGNAL023.wav, level: 15 dB.
pred: fjre0, true: fcal1, file: sa1, noise: SIGNAL017.wav, level: 15 dB.
pred: fexm0, true: fcal1, file: sa2, noise: SIGNAL013.wav, level: 15 dB.
pred: fcau0, true: fcau0, file: sa1, noise: SIGNAL009.wav, level: 15 dB.
pred: fmpg0, true: fcau0, file: sa2, noise: SIGNAL009.wav, level: 15 dB.
pred: fcdr1, true: fcdr1, file: sa1, noise: SIGNAL019.wav, level: 15 dB.
pred: fcdr1, true: fcdr1, file: sa2, noise: SIGNAL024.wav, level: 15 dB.
pred: fceg0, true: fceg0, file: sa1, noise: SIGNAL007.wav, level: 15 dB.
pred: fpaz0, true: fceg0, file: sa2, noise: SIGNAL022.wav, level: 15 dB.
pred: fpjf0, true: fcft0, file: sa1, noise: SIGNAL017.wav, level: 15 dB.
pred: fcft0, true: fcft0, file: sa2, noise: SIGNAL014.wav, level: 15 dB.
pred: fmpg0, true: fcjf0, file: sa1, noise: SIGNAL007.wav, level: 15 dB.
pred: fsjs0, true: fcjf0, file: sa2, noise: SIGNAL019.wav, level: 15 dB.
pred: fcjs0, true: fcjs0, file: sa1, noise: SIGNAL014.wav, level: 15 dB.
pred: fcjs0, true: fcjs0, file: sa2, noise: SIGNAL017.wav, level: 15 dB.
pred: fcke0, true: fcke0, file: sa1, noise: SIGNAL019.wav, level: 15 dB.
